Date,Open,High,Low,Close,Volume
2015-01-01,99.4626464640029,99.51560209701758,99.36436038166097,99.2906339457127,4619244
2015-01-02,100.7119914459711,99.264124988317,99.50075498455077,100.12732429385636,3809535
2015-01-05,101.27719226641666,102.10583467360213,100.15026906630243,101.33960026535327,3667328
2015-01-06,101.39543060161287,101.75364862029322,100.40836379611856,101.36936666369662,3501933
2015-01-07,103.72790970153326,104.67488622206459,103.78352386372745,104.41560760423516,4815135
2015-01-08,106.93632876591381,107.29180835124733,104.96474404323959,106.63922418189134,2105496
2015-01-09,108.91275286614598,109.43120780413179,108.34840366605017,108.80472606870457,1369718
2015-01-12,108.12524773026202,109.4179632487979,107.02267254006075,108.54876007413961,585269
2015-01-13,107.84926914028566,108.44234098591323,106.79891292221483,107.27168879767403,1148577
2015-01-14,105.14049387703331,105.91118893745758,105.02593589771745,105.0826303386169,3150037
2015-01-15,105.2472589103656,105.25135124067548,104.01934185486782,105.11682956517947,687015
2015-01-16,103.93530854218771,105.02063559824069,103.39860734037008,104.24776002764203,1355640
2015-01-19,102.71852665923646,103.86111147311604,101.84411169285987,103.33882416795889,802543
2015-01-20,103.5012154802636,103.79870564602463,102.3016340599508,103.05171691084085,3352514
2015-01-21,102.20633860086834,102.82950342368767,101.90553136194254,102.2875746706289,2489826
2015-01-22,101.38911201607877,102.42361072308923,100.65509581649394,101.48794363850361,3360204
2015-01-23,98.74261678466223,98.68061189366377,98.48659766898358,98.96440735909346,3985009
2015-01-26,99.3682084807646,99.46522878328975,98.47258517292275,99.09934154193456,552172
2015-01-27,100.96571653031387,101.03901413016145,100.74346488336636,100.96313554538301,1947243
2015-01-28,100.71299337899576,102.36432808010419,99.53777414325666,100.53214388175563,3546469
2015-01-29,99.5915382146635,101.35928425233227,98.33174071431613,99.58200450434548,4022985
2015-01-30,98.10546905743236,99.19587130537101,97.69581669862468,98.80103238750334,2212605
2015-02-02,99.74999518845456,99.62562838253034,98.54184835988089,98.91477562377658,2156814
2015-02-03,99.67802752672085,98.7328506297884,97.62000148658898,98.88890714519836,1548573
2015-02-04,99.86348628394038,100.02805707242496,98.99768017747215,99.61209453314096,3800196
2015-02-05,100.2464273967795,101.17807534962179,99.83571602031343,100.03584927979549,3099922
2015-02-06,99.10537507348569,101.04601866609023,99.01471796591699,99.93754591388438,4423331
2015-02-09,102.40623308440367,102.1229738026537,100.06504848774244,101.61498184617312,945127
2015-02-10,100.92312827062024,101.60242705144805,99.78891479612905,100.90242590365845,1557498
2015-02-11,103.06579759071113,102.27510631638609,100.79702819275839,101.96676245718189,1393871
2015-02-12,102.98292668496457,104.62734956022653,102.20023338118062,103.4345895474432,4778653
2015-02-13,101.7874454556488,104.4211422111317,101.6994811803562,102.80837029383012,582480
2015-02-16,104.2357333769448,104.93661122637063,101.73797709853072,103.3384969805558,1447255
2015-02-17,101.93573599935438,101.4662236186497,100.20611773085164,101.8599018650133,376255
2015-02-18,101.60434168718477,101.46902893231538,101.27892246903315,101.4301218388083,2162517
2015-02-19,101.86378820499039,103.00323755263912,100.38669176162412,101.14694919912637,989557
2015-02-20,101.43055027586607,102.50113234189297,101.57562179872635,101.28975982718444,2260057
2015-02-23,104.38358739667916,103.79513257462088,103.15604806415662,103.3503317691393,843357
2015-02-24,104.53498267586426,105.83044446967617,102.80980092576768,104.30226152389776,1304094
2015-02-25,102.63643101881767,102.75445584389418,101.64854937900826,102.29265942094294,1532932
2015-02-26,101.46715606884354,101.5693121324459,100.37221104335828,101.60296528551895,2750344
2015-02-27,101.16087478337874,101.25228013597203,100.24256619803333,101.18889116574488,928216
2015-03-02,102.60701218857464,102.60271059660751,101.57773455268945,102.46696612984005,4237399
2015-03-03,101.61860430304951,102.96992589515953,100.80591802344533,101.48606604675452,4784017
2015-03-04,101.29679566352489,103.34895863108129,99.86752938971091,101.32687463718239,361371
2015-03-05,103.4785031072845,103.60165029658849,102.62384667437694,103.37377087777122,2955868
2015-03-06,102.30253771063249,102.4293372837733,101.7053727528452,102.71293748565562,1212935
2015-03-09,100.82159164584105,101.74499294080495,99.6629377099146,100.81906000276588,665695
2015-03-10,101.16824199734374,101.94164727512857,100.42700558006871,101.25671598211237,2626592
2015-03-11,100.05555041675883,100.76947760162874,98.97777213457434,100.03378315537209,2733699
2015-03-12,100.13348113493558,100.70982311103428,99.75639334973306,100.86813870623183,1928711
2015-03-13,100.26329181080607,100.4581530917695,99.5846163248998,99.95825955366085,1685073
2015-03-16,100.76299534669693,101.74309093081679,99.71847333196412,100.53060878160338,1014075
2015-03-17,97.59274368287299,98.90179294255648,96.10274095874911,98.25106372842681,4376503
2015-03-18,96.98092133401559,98.5216818065135,96.90194860262535,97.47611128567077,2844042
2015-03-19,99.32252200431573,100.55944592241306,98.92367146133677,99.06269650592866,3725783
2015-03-20,97.29867238603684,98.00203770855114,95.51840555540494,96.90335156272624,731382
2015-03-23,98.42846689061032,98.2841839643168,96.27752570695286,97.8273969707809,2481874
2015-03-24,95.88674106056887,97.35055600489765,95.09316335791105,96.4355536975415,2551792
2015-03-25,95.35179139846026,96.03833124615004,93.72123986583716,95.44779143830695,3997170
2015-03-26,96.50238755475753,97.11587367990614,96.3897007480424,96.81848841971164,1351101
2015-03-27,98.30813059354968,98.39921915445467,96.97852650811298,98.36508777408713,4372296
2015-03-30,97.03362733145636,97.44282585199257,96.82621891329649,97.06240234281762,1010903
2015-03-31,96.26453399697817,97.84468996147544,96.19272503264368,97.52096032940797,1125823
2015-04-01,99.89843214750553,99.31054496929045,98.01120138693625,98.51646290392294,2214601
2015-04-02,97.75466254230648,99.13749132710798,98.06842223030337,98.00317203705582,3871762
2015-04-03,99.54623289479902,101.01049343590826,99.06272243091945,99.59520805628097,1119439
2015-04-06,100.7943478274969,102.24126206264333,100.13049133672038,101.1257967978471,1882782
2015-04-07,100.17021977047284,100.64665415915752,99.81678860262922,100.12978710149528,2650347
2015-04-08,99.56480559635773,100.42758530166736,99.63356756220362,100.05740034885133,1734692
2015-04-09,100.78432959515698,100.73487717759222,100.14549334051905,101.00381327120868,3754202
2015-04-10,102.0286547538886,102.83143766336191,100.93473550528995,102.03892419918486,152127
2015-04-13,102.13370669725404,101.62383288527163,100.37140931402803,101.79993702969499,415448
2015-04-14,102.74905559186355,104.26499831363604,102.30792271238275,102.41507097048769,4718987
2015-04-15,99.99126608664773,100.12286227506704,98.73876890514468,99.50563416657675,893368
2015-04-16,101.1833794589383,102.2897576401381,99.83258365665247,100.74861919436276,2273482
2015-04-17,101.88722933776846,102.73780684738242,100.59529364438576,101.39663125405453,476205
2015-04-20,101.39971882859611,102.95781529780788,100.75888807616867,101.34565875205304,4583600
2015-04-21,101.03038465758462,102.30646775114374,100.73475468440857,100.96715343488272,597503
2015-04-22,101.061174241083,101.8143463664525,100.43224360316339,100.9756175574492,1559322
2015-04-23,100.27360607610166,100.9207821871039,99.62118975697092,100.64009753299966,255336
2015-04-24,101.21973276062582,102.00295567505626,100.59901184649846,101.54177063915793,1310192
2015-04-27,101.2465134815352,102.43727564336979,101.51239148872868,102.07944060875805,1147704
2015-04-28,103.65534703052526,104.46346256109105,102.63639159874099,103.01870949615372,1662350
2015-04-29,104.25038851777262,105.29348706272162,102.94252745893553,103.90004113694198,2760600
2015-04-30,101.9019336925391,102.82740126551431,101.46476224776255,102.38222361031916,1976203
