Date,Open,High,Low,Close,Volume
2015-01-01,100.43433635079897,100.6952141550983,100.57296860954806,101.0639194321768,1623418
2015-01-02,103.26422854262164,103.04120100274751,102.05040300798292,102.54946497877006,1590297
2015-01-05,101.24186643634629,102.10816795663177,101.39064304342602,101.16440861538122,3852863
2015-01-06,101.23997139527226,100.66823658729271,100.78660346924822,100.94895978537302,4488912
2015-01-07,103.586619587081,104.27528852720069,102.36339202802237,103.17869552177729,1130433
2015-01-08,103.69349027756283,103.96070267859704,102.75030046790134,103.04871819684564,3506634
2015-01-09,103.4757794152194,105.04726403449064,101.80770931231206,103.0731222241092,1974187
2015-01-12,103.85897301963196,104.46411717014409,102.92004371137097,103.54388213227509,4492510
2015-01-13,105.66597225718245,106.77255134795138,104.67126839728971,105.69530216131187,2478828
2015-01-14,104.4482996665646,105.42285749471775,104.10032505625065,105.0669557095784,3310520
2015-01-15,106.02029415551375,105.29959229107217,104.86691239181269,105.5370523699475,3171346
2015-01-16,102.75467602336458,103.96978735928063,102.24002164462851,103.27237310053982,591215
2015-01-19,100.9624564492663,102.16040798806071,100.35515183910475,102.0482569823557,812907
2015-01-20,101.50145539969444,104.31352301061135,101.8713723632319,102.43299122787386,3134203
2015-01-21,102.09340515457417,101.92923464223065,101.24375682650597,101.88428170782109,2027926
2015-01-22,100.84426312019141,102.19239207730898,101.5218096620956,100.89128170318045,411363
2015-01-23,101.38683725492629,102.47133473214424,101.10795666677653,101.25664543130803,856531
2015-01-26,100.53502556488314,102.19292160216136,100.12918620610587,100.46527249272829,642666
2015-01-27,99.44878139426794,99.84447815687508,97.49238601102357,99.15806183080217,2154047
2015-01-28,100.96506128119282,101.87906435861264,99.79333352600904,100.74911362812878,2749838
2015-01-29,100.34919070473356,100.98338558289501,100.22596800112727,100.53250199324452,4593678
2015-01-30,101.22713165744068,100.7103295920543,99.56015397499165,99.95170605762642,852659
2015-02-02,98.7425672790727,99.56967374014931,97.45812508379082,98.44195388861344,4400604
2015-02-03,97.77581381817801,98.53002641786368,96.65131342434677,97.46974549697906,722880
2015-02-04,98.61363241248829,99.045645468835,97.86442352722518,98.63507282106984,1996801
