Date,Open,High,Low,Close,Volume
2015-01-01,100.74414025578785,102.30317633293133,100.16690440095904,101.24736063924637,2008951
2015-01-02,102.51851902708533,102.58059322839898,101.53483303822594,102.62858439200762,1092748
2015-01-05,100.65871887965011,101.6356499756295,99.34035295015202,99.97132689050771,847684
2015-01-06,100.11743526652099,100.9546700724138,98.89546519517044,100.39644542607381,1955956
2015-01-07,97.82494545012823,97.82283675744574,96.89972744372608,97.40371570727056,129240
2015-01-08,98.16845514432623,99.21920207486022,96.84180794186796,97.93864585164819,698967
2015-01-09,97.61369458131382,98.67315676300092,96.67717395622239,97.34492805076171,2145964
2015-01-12,98.4368955011999,99.53892602678155,98.16529649400633,99.05294891320881,2359672
2015-01-13,101.51065336178037,102.08800113060741,99.99982156890722,100.89237331843172,454177
2015-01-14,100.46456942277861,102.16035250097991,99.36587185921121,100.96999785433641,2292871
2015-01-15,102.01047016078375,103.43401435455343,101.33447234789102,102.40272185284547,1241793
2015-01-16,104.17441231263416,105.37966915560644,104.05709359040769,104.3840601799428,3937860
2015-01-19,106.05070454831692,105.6299359568685,104.5041846740142,105.23528987113721,2783610
2015-01-20,106.44379876265384,106.61483020521834,104.9589904570455,106.2637534459343,1041902
2015-01-21,105.93190703303904,106.76332137610974,104.11788218882717,105.74886319168964,4949002
2015-01-22,107.47148033547604,108.72129426235286,106.2153946977309,107.6732219688255,3127568
2015-01-23,109.18013315587997,110.13687066396963,108.25340169499208,109.57397501712438,3012433
2015-01-26,110.97815245553357,112.15001236982316,109.85006411278849,110.85147419579768,1737124
2015-01-27,112.6443712225553,113.6931212120894,112.22719979318839,113.1405787600079,4379210
2015-01-28,113.78451667853952,113.7187183144271,112.79615339085872,113.06993875001835,3453353
2015-01-29,112.77046541385964,113.403733134597,112.90294515719367,112.86090620071059,3314135
2015-01-30,111.84182704632471,112.47508969359598,110.56771325786274,111.7027025538269,4233236
2015-02-02,109.86187993399365,110.21641070747486,108.69600518655166,109.69875989465794,617443
2015-02-03,109.27876455684007,110.11303385137545,109.17358087803724,109.11188927135225,4569347
2015-02-04,109.30904289751963,110.03788880652291,107.6580621945171,109.29241634170415,733046
2015-02-05,107.21411359318232,108.01911498290393,108.05738409425686,107.10356586650002,4201479
2015-02-06,106.720086288788,106.99740520271747,105.62764862516833,106.25196795563389,3054979
2015-02-09,107.48750891599883,108.22198969459535,106.5355555649166,107.50769918389518,818176
2015-02-10,107.04023350200833,106.39530937559863,106.19099038330552,106.67823938907816,629288
2015-02-11,106.44449811935999,107.0209532828933,105.56994925778743,106.69228165104718,1227039
2015-02-12,108.00023805933878,107.90951077282584,106.26597561166857,107.29653680609835,4302805
2015-02-13,107.32338499317824,108.12144449775349,106.79469314929631,107.49213204862549,4476702
2015-02-16,106.68820846345771,107.87980972502945,105.96435361329465,106.89407966759082,4050661
2015-02-17,107.86584249509758,108.21529062977282,107.09859518929223,107.96790298853864,3075805
2015-02-18,109.60103458692502,109.09890759641634,108.3660179248549,108.93792884346823,2827765
2015-02-19,109.74526849303187,110.49766170707166,109.1143643586217,109.90791448679123,2717779
2015-02-20,106.72654922367293,109.8028275916405,107.75970355479733,108.4723325825847,1757601
2015-02-23,109.76422955656236,109.87260107709815,107.88152751858294,109.13206898279947,3674349
2015-02-24,107.74056109445293,108.45149656131785,106.38195080573513,107.66230066844851,3938900
2015-02-25,106.85379513041093,106.70541500434635,105.05977991886823,106.37744538424037,911837
2015-02-26,106.50622226292248,107.01313445906456,104.17058630194704,106.07985904725662,2503118
2015-02-27,106.70643061429736,107.49461558777404,106.33296878509772,106.92951580604286,203333
2015-03-02,107.61378215123362,108.69077770559039,108.77028683572617,108.57214632700068,3473473
2015-03-03,109.14470430523805,109.51222006106876,108.59248814389767,108.73383580081244,3038036
2015-03-04,108.36322036725285,109.1489606025814,108.34086095855231,108.34955459782847,1173995
2015-03-05,110.38820602783436,109.94265975376234,109.67585790119512,109.8732225140697,1668960
