Date,Open,High,Low,Close,Volume
2015-01-01,100.59611386971115,101.8250609998967,100.63494501759881,100.59691285389695,1233164
2015-01-02,100.18491609693626,100.61327000178186,100.3339735823865,99.77464236594578,426537
2015-01-05,100.15269793866769,100.83846683788778,99.02490071458256,99.490691741352,277214
2015-01-06,98.46262255406293,100.70062150418812,97.74046004731878,98.39978616253116,4656726
2015-01-07,99.82414317231934,101.21833634248883,98.55850107542898,99.39736883214498,1934901
2015-01-08,100.86076718287501,101.64099518083133,100.22975363477035,100.58397955794581,3955307
2015-01-09,99.66953483206811,100.73498218503427,99.76456735225042,100.3104682593339,1775261
2015-01-12,99.65301022862525,99.66254895313031,97.86591387534399,98.80284830178036,2086742
2015-01-13,97.57964154189615,99.6478899702768,97.15547412422225,97.85237375344425,1732833
2015-01-14,97.60059159569677,97.67760083483098,96.77841512910574,96.64669159333496,121464
2015-01-15,97.82983111983391,98.60055219130163,96.97079574918084,98.21336085882103,1112150
2015-01-16,97.98291031164813,99.45424337087152,97.84635612896676,98.69097167198785,1806267
2015-01-19,98.37069081816863,98.7548261106564,98.11927814352812,98.32227019654806,3104065
2015-01-20,99.64908697698615,101.08070224671472,99.39825030972177,99.48195217273927,3800407
2015-01-21,99.47682034693935,99.89070531649016,97.59112615688065,99.28047191505216,3531684
2015-01-22,98.52027602525989,99.95362151747089,98.29814409581027,98.99169566545929,2033874
2015-01-23,99.71459241059321,98.81945547660654,97.63923431185758,99.12604240071713,4059625
2015-01-26,101.2718779599796,102.39843228788456,101.97731378185662,101.47483983498871,3546306
2015-01-27,102.39057457135796,103.91837009610872,100.83321862532893,102.71417157895746,1320161
2015-01-28,101.92071663215327,104.34338819750758,101.75157610791028,102.76494870375998,2852824
2015-01-29,105.3600243493959,105.09586436320176,103.98400072710692,105.09782784618139,1724653
2015-01-30,106.83367326683923,107.00727516914198,105.36346916536517,107.03561506479237,939987
2015-02-02,110.34932549415421,110.14540986212918,107.39361625357998,109.31330479165239,3743558
2015-02-03,109.8163275269962,110.59706909826248,109.27307353394569,109.85944708677151,3121981
2015-02-04,108.84497458091145,111.0491383221806,108.85715677581489,109.40511012072639,4887023
2015-02-05,110.5813914546005,111.43294868217345,109.39272763492349,109.870179165913,1406201
2015-02-06,108.3516487590466,109.47186133002226,107.96361110991363,109.00328743296934,2436754
2015-02-09,109.96765199851014,110.77398512802453,108.56285340091245,110.08256547526734,1072961
2015-02-10,113.21800641264598,112.98349495790745,112.82865325676305,113.03511540567891,4694221
2015-02-11,112.63312089091458,113.33473694790916,112.44182352511821,112.69113638427088,1527752
2015-02-12,111.88258723016756,112.8245819135106,111.17212082688016,112.08703488519515,3871587
2015-02-13,113.36620314549168,113.79029094242313,111.65022251333036,112.78959243926235,4869181
2015-02-16,111.43530164694745,111.64914004337726,110.85685769827228,111.19804081038677,3889549
2015-02-17,111.56272838918709,112.53741651626605,110.8932565070225,112.29276015591155,719868
2015-02-18,112.97374970764132,113.63791830019953,111.2014007984945,112.26493366178639,449038
2015-02-19,112.96072132467422,114.2839147948338,111.69934222445644,112.68586971024659,3222340
2015-02-20,113.26689869126061,113.30319935787027,111.13927124939268,112.87411454265067,2077784
2015-02-23,112.94198204883686,113.63082868534359,111.73906966897218,113.09338713975694,2935713
2015-02-24,110.53342428949468,111.79073526362826,109.51780392128752,110.28447104712652,103679
2015-02-25,110.81306938742745,112.64950667537562,110.73530067928347,110.99118593209991,513878
2015-02-26,113.47535167623992,113.21369463672153,112.27586256276199,113.09874760559727,1448461
2015-02-27,114.8000450659204,115.9003959649591,113.85545672242257,114.4011160556503,4393146
2015-03-02,114.15690131786997,114.29818540967756,113.20805699132916,113.71494243085743,2435026
2015-03-03,115.96234218355417,116.15755889482114,113.98680512160841,115.22103415787589,820012
2015-03-04,117.00616355228624,116.50531668813682,114.36976134665784,116.12648013509511,3239181
2015-03-05,118.27407364740263,118.65999428497044,117.93517578004271,118.33076043828576,1138180
2015-03-06,117.13487264857443,119.08311763974133,117.35144876457477,118.01398701690698,1279552
2015-03-09,115.65232946432066,116.80352510100047,115.35279830639573,116.28901016759318,1349146
2015-03-10,114.92673553411547,114.90208983144254,114.19348191859503,114.93231578367472,2751905
2015-03-11,115.61219704336581,116.33155082278165,115.11979875293272,115.45723872531265,2332895
2015-03-12,114.98236612801489,116.41566301708556,113.92448837003853,114.95588263652799,4862466
2015-03-13,114.62981248330746,114.68129245299154,113.39511115309445,114.37431087545006,4104955
2015-03-16,114.24838637861318,115.38172406904258,113.21759326211208,114.32384725074479,1808664
2015-03-17,115.67237053976926,117.3115128392772,115.38885411706084,116.14594092244403,4917119
2015-03-18,114.93233693568698,114.63999017644504,112.88821961120675,114.46004277351304,2571224
2015-03-19,112.30101461410092,113.6608977736986,112.42421476135334,113.035388572223,1133316
